episodio,recompensa,passos,sucesso,epsilon
9501,1023.3,8,1,0.05780224689011673
9502,1023.3,8,1,0.057784906216049696
9503,1023.3,8,1,0.057767570744184885
9504,1023.3,8,1,0.05775024047296163
9505,1023.3,8,1,0.05773291540081974
9506,1023.3,8,1,0.057715595526199495
9507,1023.3,8,1,0.05769828084754164
9508,1025.1,10,1,0.05768097136328738
9509,1023.3,8,1,0.057663667071878394
9510,1023.3,8,1,0.05764636797175683
9511,1025.1,10,1,0.057629074061365304
9512,1023.3,8,1,0.0576117853391469
9513,973.3,9,1,0.05759450180354515
9514,1032.3,18,1,0.05757722345300409
9515,1023.3,8,1,0.05755995028596819
9516,1005.1,10,1,0.05754268230088241
9517,1003.3,8,1,0.057525419496192144
9518,1023.3,8,1,0.057508161870343286
9519,1023.3,8,1,0.057490909421782185
9520,835.1,13,1,0.057473662148955655
9521,983.3,8,1,0.05745642005031097
9522,1023.3,8,1,0.05743918312429588
9523,1023.3,8,1,0.05742195136935859
9524,1023.3,8,1,0.057404724783947786
9525,1023.3,8,1,0.057387503366512604
9526,1023.3,8,1,0.057370287115502655
9527,1023.3,8,1,0.057353076029368004
9528,1023.3,8,1,0.057335870106559196
9529,1023.3,8,1,0.05731866934552723
9530,1023.3,8,1,0.05730147374472357
9531,1023.3,8,1,0.05728428330260016
9532,1023.3,8,1,0.05726709801760938
9533,1023.3,8,1,0.0572499178882041
9534,985.1,10,1,0.05723274291283764
9535,983.3,8,1,0.05721557308996379
9536,1023.3,8,1,0.057198408418036806
9537,1023.3,8,1,0.0571812488955114
9538,1023.3,8,1,0.05716409452084275
9539,1023.3,8,1,0.0571469452924865
9540,1023.3,8,1,0.05712980120889875
9541,1023.3,8,1,0.057112662268536084
9542,1025.1,10,1,0.05709552846985552
9543,1023.3,8,1,0.057078399811314566
9544,1023.3,8,1,0.05706127629137117
9545,985.1,10,1,0.05704415790848376
9546,983.3,8,1,0.05702704466111121
9547,1023.3,8,1,0.05700993654771288
9548,1023.3,8,1,0.056992833566748564
9549,1006.9,12,1,0.05697573571667854
9550,1023.3,8,1,0.05695864299596354
9551,1023.3,8,1,0.05694155540306475
9552,1023.3,8,1,0.056924472936443836
9553,1023.3,8,1,0.056907395594562905
9554,1023.3,8,1,0.05689032337588454
9555,1023.3,8,1,0.05687325627887178
9556,1023.3,8,1,0.056856194301988114
9557,973.3,9,1,0.05683913744369752
9558,1023.3,8,1,0.056822085702464414
9559,935.1,11,1,0.056805039076753674
9560,985.1,10,1,0.05678799756503065
9561,1003.3,8,1,0.05677096116576114
9562,1023.3,8,1,0.056753929877411416
9563,973.3,9,1,0.05673690369844819
9564,973.3,9,1,0.05671988262733866
9565,1023.3,8,1,0.05670286666255046
9566,1005.1,10,1,0.05668585580255169
9567,1003.3,8,1,0.05666885004581093
9568,1023.3,8,1,0.05665184939079719
9569,1023.3,8,1,0.05663485383597995
